Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Coordination,Last update
449.65,-5,167.9,AC7II,"Salt Lake City, Mt Pisgah",UT,OPEN,,169.2,NW,,449.65,444.65,167.9,Salt Lake,Unknown,Salt Lake Valley communities from Salt Lake City to Draper.,UVHFS,
