Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coordination,Last update
449.75,-5,151.4,KA7OEI,Salt Lake City,UT,OPEN,,195.8,NW,,449.75,444.75,151.4,Salt Lake,Unknown,UVHFS,
