Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,IRLP,Notes,Coordination,Last update
448.55,-5,100,W7IHC,"Salt Lake City,  IHC",UT,OPEN,I,197.1,NW,,448.55,443.55,100,Salt Lake,On-Air,IHCRC,3078,,UVHFS,
