Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,IRLP,Coordination,Last update
448.425,-5,100,WD7SL,"Salt Lake City, LDS HQ",UT,OPEN,I,169.6,NW,,448.425,443.425,100,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper.,ERC,3837,UVHFS,
