Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Features,Coordination,Last update
1284.6,-20,,K7NAZ,"Williams, Bill Williams Mountain",AZ,OPEN,,243.5,SW,,1284.6,1264.6,,K7NAZ (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",Coconino,On-Air,Bill Williams Mountain Radio Club,"E-power, linked.",ARCA,
