Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coverage,Sponsor,Affiliate,Features,Links,Nets,Web links,Last update
145.15,-0.6,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,,190.6,NW,,145.15,144.55,,KO7SLC (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",Salt Lake,On-Air,Salt Lake County,Salt Lake County ARES,ARRL,"E-power, linked to 1298.180 (DV) High Speed Data.","Full-time to  
        447.95000 (KO7SLC) at Murray, Intermountain Med Ctr, UT .",146.7,http://www.slcoares.net/,
