Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Notes,Coordination,Last update
448.125,-5,100,N7HIW,Murray,UT,OPEN,,164.9,NW,,448.125,443.125,100,Salt Lake,Unknown,Salt Lake Valley communities from Salt Lake City to Draper.,4,UVHFS,
