Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coverage,Sponsor,Features,Links,Notes,Nets,Web links,Last update
447.95,-5,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,,190.6,NW,,447.95,442.95,,KO7SLC (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",Salt Lake,On-Air,Salt Lake county.,Salt Lake County ARES,"E-power, linked to 1298.180 (DV) High Speed Data.","Full-time to  
        145.15000 (KO7SLC) at Murray, Intermountain Med Ctr, UT .","No Internet or gateway functions available, yet.",146.7,http://www.slcoares.net/,
