Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,EchoLink,Coordination,Last update
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,243.4,E,,449.55,444.55,100,Boulder,On-Air,Denver metro area.,Rocky Mtn VHF Soc,8,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",217336,CCARC,
