Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,IRLP,Last update
442.1,5,162.2,KB5GAS,"Albuquerque, Sandia Crest",NM,OPEN,I,199.6,S,,442.1,447.1,162.2,Bernalillo,On-Air,Wide area.,Albuquerque Gas Balloon Assoc,E-power.,,3676,
