Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Affiliate,Notes,Nets,Web links,Coordination,Last update
448.02,-5,136.5,WA7HXO,Mesquite,NV,CLOSED,,259.6,SW,,448.02,443.02,136.5,Clark,On-Air,Las Vegas Repeater Assoc,Linked to other HXO repeaters in Las Vegas,Every Wednesday at 7pm PST,http://www.wa7hxo.us,SNRC,
