Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Links,Notes,Coordination,Last update
449.75,-5,123,K7NAZ,"Williams, Bill Williams Mountain",AZ,OPEN,,243.5,SW,,449.75,444.75,123,Coconino,On-Air,Wide area.,Bill Williams Mtn RC,Full-time to the  WIN System .,9,ARCA,
