Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Web links,Coordination,Last update
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,126.9,SE,,147.135,146.535,123,Hinsdale,On-Air,E-power (solar),http://www.sjcham.com,CCARC,
