Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,243.4,SE,,146.775,146.175,,Hamilton,On-Air,Local. 20 mi radius.,KA0TAO,Kansas Repeater Council,
