Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Coordination,Last update
449.825,-5,167.9,KB7YOT,Provo,UT,OPEN,,159.7,NW,,449.825,444.825,167.9,Utah,Off-Air,Utah County from Alpine to Payson.,UVHFS,
