Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Coordination,Last update
447.425,-5,,N7EVC,Provo,UT,OPEN,,160.7,NW,,447.425,442.425,,Utah,Off-Air,Utah County from Alpine to Payson.,UVHFS,
