Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,EchoLink,Nets,Web links,Coordination,Last update
145.33,-0.6,100,N7BYU,"Provo, BYU",UT,OPEN,E,135.6,NW,,145.33,144.73,100,Utah,On-Air,Utah County from Alpine to Payson.,"KI7TD,  BYU ARC","Closed autopatch, linked.",96806,BYU ARC: Thu at 21:00.,BYU Repeaters,UVHFS,
