Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Links,Web links,Coordination,Last update
145.25,-0.6,100,K7UVA,"Provo, Sundance",UT,OPEN,,139.4,NW,,145.25,144.65,100,Utah,On-Air,Utah County from Alpine to Payson and Heber,Utah Valley Amateur Radio Club,Utah Valley Amateur Radio Club,"Full-time to  
        147.22000 (WA7YZR) at Provo, Edgemont SC, UT .",https://uvarc.club/,UVHFS,
