Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update
449.975,-5,131.8,K7UCS,"Provo, Lake Mountain",UT,OPEN,,149.1,NW,,449.975,444.975,131.8,Utah,On-Air,Wide area: Utah County from Alpine to Payson. Utah Valley and Spanish Fork Canyon.,Utah Co ARES,7,UVHFS,
