Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coordination,Last update
448.925,-5,100,N7PKI,Mendon,UT,OPEN,,223.6,NNW,,448.925,443.925,100,Cache,Unknown,UVHFS,
