Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update
448.02,-5,,NR7G,"Williams,  Bill Williams Mountain",AZ,CLOSED,,243.5,SW,,448.02,443.02,,Coconino,On-Air,K6TWE,ARCA,
