Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Coordination,Last update
145.29,-0.6,131.8,WB7REL,"Starling, Sterling",UT,OPEN,,122.9,WNW,,145.29,144.69,131.8,San Pete,On-Air,Sanpete and Sevier Valleys.,Autopatch,UVHFS,
