Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Coordination,Last update
448.275,-5,107.2,WB7TSQ,Ogden,UT,OPEN,,222.8,NW,,448.275,443.275,107.2,Weber,Off-Air,Wide area.,UVHFS,
