Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update
145.25,-0.6,123,KD7FDH,"Ogden, Weber State University",UT,OPEN,,193.3,NW,,145.25,144.65,123,123,Weber,On-Air,Ogden and surrounding area,Weber State University Amateur Radio Club,Autopatch.,Weber State University Amateur Radio Club,UVHFS,
