Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,On-air,Coordination,Last update
1298.75,-20,,KE7EGG,"Ogden, Sheriff's Office",UT,OPEN,,223.6,NW,,1298.75,1278.75,,KE7EGG (A),"jfindu lookup 
    /   dstar-users lookup",Weber,Unknown,UVHFS,
