Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coordination,Last update
449.075,-5,123,KC7NAT,Ogden,UT,OPEN,,195.4,NW,,449.075,444.075,123,Weber,On-Air,UVHFS,
