Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Features,Coordination,Last update
147.38,0.6,,WB7TSQ,Ogden,UT,OPEN,,195.7,NW,,147.38,147.98,,Weber,Unknown,Wide area: Wasatch Front from Payson to Tremonton.,4,UVHFS,
