Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Coordination,Last update
145.47,-0.6,123,KC7SUM,"Ogden, Powder Mountain",UT,OPEN,,198,NNW,,145.47,144.87,123,Weber,On-Air,Wide area: Cache and Morgan valleys.,UVHFS,
