Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coordination,Last update
145.41,-0.6,123,WB7TSQ,"Ogden,  foothills",UT,OPEN,,193.6,NW,,145.41,144.81,123,Weber,On-Air,UVHFS,
