Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,On-air,Coordination,Last update
447.95,-5,,KE7EGG,"Ogden, Sheriff's Office",UT,OPEN,,223.6,NW,,447.95,442.95,,KE7EGG (B),"jfindu lookup 
    /   dstar-users lookup",Weber,Unknown,UVHFS,
