Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,IRLP,Coordination,Last update
448.4,-5,,W7IHC,"Salt Lake City, Intermountain Ridge",UT,OPEN,I,175.9,NW,,448.4,443.4,,Salt Lake,On-Air,Wide area.,IHC.,9,,3407,UVHFS,
