Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Sponsor,Affiliate,Web links,Coordination,Last update
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,127,NE,,448.175,443.175,,,7,,Morgan,On-Air,W0FT,Rocky Mountain Ham Radio,http://www.rmham.org/,CCARC,
