Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Last update
146.7,-0.6,,NE0NP,North Platte,NE,OPEN,,237.9,E,,146.7,146.1,,123,Lincoln,On-Air,North Platte Progressive Amateur Radio Club,E-power.,
