Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Last update
146.835,-0.6,CSQ,K0KDC,North Platte,NE,OPEN,,237.9,E,,146.835,146.235,CSQ,Lincoln,On-Air,K0KDC,
