Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Notes,Coordination,Last update
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,151,SE,,146.925,146.325,,Mineral,Off-Air,Creede ARC,WA0JS license expired,CCARC,
