Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,EchoLink,IRLP,Notes,Nets,Web links,Coordination,Last update
147.22,0.6,123,K7UB,Riverside,UT,OPEN,EI,232.1,NNW,,147.22,147.82,123,Box Elder,On-Air,"Riverside, Garland, Tremonton and surrounding areas.",GSARC,5,"Full-time to  
        145.43000 (K7UB) at Howell, Blue Springs Hill, UT .
 


Full-time to  
        448.30000 (K7UB) at Howell, Blue Springs Hill, UT .
 


Full-time to  
        145.29000 (K7UB) at Brigham City, UT .",645522,7172,Dial '*' before Echolink and '#' before IRLP.,"Willard/Perry Sun at 19:00 (MST). 
Box Elder Emergency Training: Sun at 19:30. 
GSARC Business - Wed at 20:00.",UBETARC,UVHFS,
