Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Coordination,Last update
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,90.7,ESE,,146.79,146.19,107.2,107.2,Montrose,On-Air,KC0UXX,E-power.,CCARC,
