Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Coordination,Last update
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,146.8,SSE,,147,147.6,100,San Juan,On-Air,"Autopatch, e-power.",NMFCC,
