Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update
449,-5,100,K5WY,Farmington,NM,OPEN,,146.8,SSE,,449,444,100,San Juan,Unknown,K5WY,E-power.,NMFCC,
