Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Features,Links,Web links,Coordination,Last update
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,232.9,SW,,146.76,146.16,100,100,San Juan,On-Air,"Closed autopatch, e-power.",Full-time to the  San Juan Connection System .,http://www.sjcham.com,NMFCC,
