Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Features,Last update
444.15,5,,KF5VBF,Farmington,NM,OPEN,,232.9,SW,,444.15,449.15,,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",San Juan,On-Air,San Juan County,DV only,
