Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Affiliate,Features,Links,Notes,Web links,Coordination,Last update
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,202.4,ESE,,449.975,444.975,100,100,Douglas,On-Air,K0JSC,The Fun Machine,Simulcast and Voted with Cedarwood and Methodist.,Full-time to the  The Fun Machine System .,"Can be linked to Allstar, Echolink and others by a Sysop",The Fun Machine,CCARC,
