Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,214.6,WSW,,145.19,144.59,100,Montezuma,On-Air,http://www.sjcham.com,CCARC,
