Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Last update
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,214.6,WSW,,447.275,442.275,100,Montezuma,On-Air,http://www.sjcham.com,
