Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coordination,Last update
447.6,-5,162.2,KD7RBR,"Orem, Point of the Mountain",UT,OPEN,,166.1,NW,,447.6,442.6,162.2,Utah,On-Air,UVHFS,
