Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Sponsor,Features,EchoLink,Coordination,Last update
145.47,-0.6,100,N7BSA,"Orem, QTH AC7DM",UT,OPEN,E,139.8,NW,,145.47,144.87,100,Utah,Unknown,Utah County from Alpine to Payson.,Explorer Post 1973,Autopatch.,46049,UVHFS,
