Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update
444.975,5,88.5,N5DFQ,Guymon,OK,OPEN,,249.6,SE,,444.975,449.975,88.5,Texas,On-Air,30,DBARC,Linked.,http://caprockintertie.org/,ORSI,
