Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coverage,Sponsor,Affiliate,Links,Nets,Coordination,Last update
147.06,0.6,D261,N7HYF,"Boysen, Boysen Peak",WY,PRIVATE,,254.7,NW,,147.06,147.66,,N7HYF (C),"jfindu lookup 
    /   dstar-users lookup",Fremont,On-Air,Wide area:,N7HYF,WYAME Club,"Full-time to  
        53.03000 (N7HYF) at Lander, WY .
 


Full-time to  
        449.90000 (N7HYF) at Lander, Limestone Mountain, WY .",WYAME Nets,WRCG,
