Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Last update
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,181.7,ESE,,442.175,447.175,156.7,Greeley,On-Air,,WKARC,
