Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Commands,Last update
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,211.4,W,,145.175,144.575,,Carbon,On-Air,Eastern Utah,SDARC,Sinbad Desert A.R.C.,United States,
