Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Notes,Coordination,Last update
449.8,-5,103.5,WA7KMF,"Mantua,  Murrays Hill",UT,OPEN,,217.2,NNW,,449.8,444.8,103.5,Cache,On-Air,Logan and immediately surrounding communities.,Bridgerland ARS,5,UVHFS,
