Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Coordination,Last update
147.38,0.6,88.5,AC7TJ,Montpelier,ID,OPEN,,269.9,NW,,147.38,147.98,88.5,Bear Lake,On-Air,Almost all of the lake and surrounding area 30 mi radius.,UVHFS,
