Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Features,Links,Commands,Notes,Nets,Web links,Coordination,Last update
147.12,0.6,123,AG7BL,"Montpelier, M-Hill",ID,OPEN,,260.4,NW,,147.12,147.72,123,Bear Lake,On-Air,"Bear Lake County, Idaho.",K7OGM,Bear-lake Emergency Amateur Radio Service,E-power.,Full-time to the  Intermountain Intertie System .,Contact AE7RS,6,B.E.A.R.S: Sat at 20:00.,Bear Lake Emergency Amateur Radio Service,UVHFS,
