Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Coordination,Last update
147.26,0.6,,N7WPF,Hinckley,UT,OPEN,,160,W,,147.26,147.86,,Millard,Off-Air,West-central Utah around Delta.,4,UVHFS,
