Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update
224.94,-1.6,,N7KQ,Clay Springs,AZ,OPEN,,249,SW,,224.94,223.34,,Navajo,Unknown,"MCRG,  Horned Toad Acres Wireless Assoc",ARCA,
