Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update
442.8,5,100,N7KQ,"Clay Springs,  Horn Toad Acres",AZ,OPEN,,249,SW,,442.8,447.8,100,Navajo,On-Air,Horned Toad Acres Wireless Assoc,ARCA,
