Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,IRLP,AllStar,Coordination,Last update
447.05,-5,114.8,AH2S,Layton,UT,OPEN,IA,214.5,NW,,447.05,442.05,114.8,Davis,On-Air,"IRLP, Allstar",3515,28463,UVHFS,
