Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Coordination,Last update
449.25,-5,100,AI7J,Layton,UT,OPEN,,186.4,NW,,449.25,444.25,100,Davis,Off-Air,4,UVHFS,
