Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Nets,Web links,Coordination,Last update
146.94,-0.6,123,W7VNJ,"Casper, Casper Mountain",WY,OPEN,,162.6,NNW,,146.94,146.34,123,123,Natrona,On-Air,Wide area.,Casper ARC,E-power.,"Full-time to  
        147.39000 (KD7BN) at Rawlins, WY .
 


Full-time to the  Wyocom System .",RACES/ARES: Sun at 20:00.,http://casperarc.net/wiki/index.php/146.940,WRCG,
