Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Coordination,Last update
147.28,0.6,67,NM5ML,Melrose,NM,OPEN,,272.5,SE,,147.28,147.88,67,Curry,On-Air,Wide area.,Mega-Link,4,Full-time to the  Mega-Link System .,NMFCC,
