Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,EchoLink,Coordination,Last update
146.72,-0.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,E,162.1,SSE,,146.72,146.12,100,127.3,Bernalillo,On-Air,Wide area. HT Accessible from Albuquerque,K5CQH,7,880130,NMFCC,
