Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Sponsor,Features,Last update
449.1,-5,,NG7T,Casper,WY,OPEN,,169.9,NNW,,449.1,444.1,,Natrona,Unknown,Wide area:  50 mi radius.,NG7T,E-power.,
