Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update
146.805,-0.6,103.5,W0KKS,Liberal,KS,OPEN,,268.3,SE,,146.805,146.205,103.5,103.5,Seward,On-Air,Local,Southern Plains ARC,Autopatch,http://spark-ks.org/,Kansas Repeater Council,
