Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Web links,Coordination,Last update
443.1,5,141.3,K0ECT,Liberal,KS,OPEN,,268.4,SE,,443.1,448.1,141.3,Seward,On-Air,Local,SPARK,Autopatch,Full-time to the  SKECT System .,http://skect.org/default.aspx,Kansas Repeater Council,
